Poro,Área do Círculo (mm²)
1,0.08342435892980359
2,0.08342435892980359
3,0.1281871036029675
4,0.01673737409518303
5,0.8755303190157913
6,0.07009963493407106
7,0.22029244779901255
8,0.09603396526543903
9,0.14143941062046234
10,0.09979964813379823
11,0.032587640206954524
12,0.4421147042632961
13,0.031510437655669084
14,0.01915429074386549
15,0.6453167451982169
16,0.2677979855229285
17,0.40683858373926785
18,0.18252699364806416
19,0.03943104465041498
20,0.11764138114710583
21,0.062360070384919364
22,0.09790775457733893
23,0.01915429074386549
24,0.022630305699273975
25,1.4266959403827486
26,0.013768277987438285
27,0.45419928750670835
28,0.02639598856763316
29,1.776469945270727
30,0.07998455246351394
31,0.04956942160368972
32,0.5748459732506778
33,4.422875997988386
34,9.344107535963902
35,0.08517141852978753
36,0.029410345286776458
37,0.33718250279690254
38,0.04063497691361635
39,10.51932646729404
40,0.24944028153967746
41,0.014483395647535344
42,0.07332219046564767
43,0.08169540357437904
44,0.05507311194975314
45,0.028387455469169272
46,0.17489605456626897
47,0.01915429074386549
48,0.06540158347090179
49,0.21190113044572179
50,0.04692620189801451
51,0.04823875962857241
52,0.25245463825882075
53,0.06387177480563086
54,0.2346400616123523
55,0.21468013198559263
56,0.019996138115878484
57,0.05649429514766755
58,0.009857761162603744
59,3.4126138909613966
60,0.009857761162603744
61,0.11354982187667709
62,0.16012299100578292
63,0.2646931075809881
64,0.05091818782336645
65,0.03592787332816736
66,0.07998455246351394
67,0.08517141852978753
68,0.01521661755219182
69,0.028387455469169272
70,0.04692620189801451
71,0.010464253355344285
72,0.49990345289696214
73,0.06540158347090179
74,0.07332219046564767
75,0.07998455246351394
76,0.05507311194975314
77,0.033682947002799384
78,0.0905212227970959
79,0.5477982318789055
80,0.35487940185373473
81,5.010675558221328
82,0.028387455469169272
83,0.043097154173697354
84,0.21190113044572179
85,0.22884670335333812
86,0.26160633388360716
87,0.05367003299639816
88,0.38041543880479556
89,0.04692620189801451
90,0.04692620189801451
91,0.41843435237957577
92,0.04956942160368972
93,0.8868273676208687
94,0.032587640206954524
95,0.020856089732450896
96,0.01521661755219182
97,0.07170186057757966
98,0.03943104465041498
99,0.01915429074386549
100,0.05793358259014138
101,0.043097154173697354
102,0.04185701342137714
103,0.020856089732450896
104,0.01915429074386549
105,0.1281871036029675
106,0.10953067958448605
107,0.06387177480563086
108,2.3176691800077247
109,0.03592787332816736
110,0.12180535739577224
111,0.6697122147420342
112,0.8587205279423705
113,0.02542741148370424
114,0.8643056873889513
115,3.4237389492431594
116,2.9513630001987945
117,0.22884670335333812
118,0.07998455246351394
119,0.033682947002799384
120,4.099968692026585
121,0.9327397318235559
122,0.04823875962857241
123,0.033682947002799384
124,0.7456142600573992
125,0.062360070384919364
126,0.02542741148370424
127,0.04956942160368972
128,0.13473178801119753
129,0.027382669896121512
130,0.17996524304290634
131,0.05091818782336645
132,0.08871985046343368
133,0.16742805368550856
134,0.021734145593582724
135,0.35847309439877945
136,0.09603396526543903
137,0.021734145593582724
138,0.7560423049236247
139,0.5257563141278127
140,4.3849928662478
141,0.15534347044209626
142,0.02639598856763316
143,0.04563174841201604
144,1.1088849792644246
145,0.023544570049524642
146,0.04185701342137714
147,0.5522609281628024
148,0.1577241786016599
149,0.019996138115878484
150,0.16012299100578292
151,0.01915429074386549
152,0.019996138115878484
153,0.018330547616411917
154,0.16742805368550856
155,0.3477463294973236
156,1.1927891006750528
157,0.028387455469169272
158,1.1152305169825012
159,0.019996138115878484
160,0.04435539917057699
161,0.9798107676780456
162,0.014483395647535344
163,0.9679343832470668
164,0.13473178801119753
165,0.09603396526543903
166,0.11764138114710583
167,0.2709209677094283
168,0.2868074423103186
169,0.2585376644307856
170,0.15298086652709209
171,0.01521661755219182
172,2.3452328923494403
173,29.688435535331415
174,1.7050215441169796
175,1.8412107238152102
176,0.03943104465041498
177,0.14600168024943597
178,1.2661746559966585
179,0.031510437655669084
180,0.03824521663177302
181,0.48722142958308895
182,0.5041670024907053
183,0.05507311194975314
184,0.8038646669273304
185,0.03479635804320366
186,0.09790775457733893
187,0.08169540357437904
188,0.06540158347090179
189,3.2805253226558744
190,1.4701461273253547
191,1.1796816276140334
192,0.43019305922091855
193,0.09417828019809857
194,0.06387177480563086
195,0.1281871036029675
196,0.015967943701407715
197,5.037650882614862
198,0.03824521663177302
199,0.17996524304290634
200,0.15298086652709209
201,20.31299860415744
202,0.08342435892980359
203,0.7824292413689782
204,20.72183770692052
205,0.06540158347090179
206,0.028387455469169272
207,1.3209218915443421
208,0.22312576207256168
209,1.8575769608969253
210,0.06851551353512188
211,0.07661716297546196
212,0.027382669896121512
213,0.09603396526543903
214,138.53136202537195
215,0.06387177480563086
216,0.34420694968595716
217,0.08871985046343368
218,0.09979964813379823
219,0.011088849792644247
220,0.05649429514766755
221,0.10170964593481696
222,0.9620233473984163
223,0.04823875962857241
224,0.043097154173697354
225,0.031510437655669084
226,0.08871985046343368
227,2.382237968228893
228,0.7824292413689782
229,0.06851551353512188
230,0.043097154173697354
231,0.05649429514766755
232,0.9917595690872623
233,0.4788572685966373
234,0.0869365823743309
235,0.06540158347090179
236,0.020856089732450896
237,0.11153119860830185
238,0.5794172950019312
239,0.41068573570814443
240,0.09234069937531753

Resumo
Total de Poros (filtrados),240
Área média real (pixels brancos),0.17585694919779796
Área média dos círculos,1.3598359468610572
Área mínima considerada (mm²),0.005
