Poro,Área do Círculo (mm²)
1,0.11153119860830185
2,0.06086647020876728
3,0.032587640206954524
4,0.38041543880479556
5,0.02542741148370424
6,0.09979964813379823
7,0.04823875962857241
8,0.017524908733517766
9,0.2036727512934658
10,0.03824521663177302
11,0.04823875962857241
12,0.03479635804320366
13,1.0037807874747167
14,1.8167971500268334
15,0.021734145593582724
16,0.04956942160368972
17,0.018330547616411917
18,0.04185701342137714
19,0.07661716297546196
20,1.2392355400922428
21,0.011088849792644247
22,0.05793358259014138
23,1.20596899071431
24,0.013768277987438285
25,0.09790775457733893
26,1.2325460217275375
27,0.5978836244525386
28,0.06540158347090179
29,0.03592787332816736
30,0.4956580075477783
31,0.05367003299639816
32,0.1851068484977814
33,0.09790775457733893
34,0.03045133934894306
35,0.15298086652709209
36,0.8699089510800916
37,0.1303505608278181
38,0.05367003299639816
39,0.011088849792644247
40,0.031510437655669084
41,0.14143941062046234
42,0.04956942160368972
43,0.04435539917057699
44,0.14600168024943597
45,0.9620233473984163
46,0.2585376644307856
47,6.5094173398282855
48,0.05793358259014138
49,0.027382669896121512
50,0.13473178801119753
51,0.015967943701407715
52,0.17742159668230795
53,0.02447693864433473
54,0.24644402906509358
55,0.04563174841201604
56,0.635685287092606
57,0.17996524304290634
58,0.10953067958448605
59,1.5891996395480952
60,0.08342435892980359
61,0.4030095360149506
62,0.008699089510800916
63,0.031510437655669084
64,0.021734145593582724
65,0.022630305699273975
66,0.19295503851428963
67,0.17742159668230795
68,0.02639598856763316
69,12.054856073845736
70,1.2865690874928444
71,0.01239235540092243
72,0.32335085995350626
73,0.03045133934894306
74,0.8811697911960502
75,0.03943104465041498
76,0.01915429074386549
77,0.39540575329999456
78,0.17489605456626897
79,0.16989928306786928
80,0.05091818782336645
81,69.95842182650759
82,0.014483395647535344
83,0.02542741148370424
84,0.16742805368550856
85,0.019996138115878484
86,0.6404919640231317
87,0.032587640206954524
88,0.2868074423103186
89,0.06086647020876728
90,0.313167222388833
91,0.029410345286776458
92,0.03592787332816736
93,0.022630305699273975
94,0.09979964813379823
95,0.18252699364806416
96,0.043097154173697354
97,0.47470234447025056
98,0.16989928306786928
99,0.03592787332816736
100,0.1036377479803951
101,0.02447693864433473
102,0.013071264571900646
103,0.01915429074386549
104,0.011731550474503628
105,0.05091818782336645
106,0.1325321222972281
107,0.11354982187667709
108,0.023544570049524642
109,0.03479635804320366
110,0.07661716297546196
111,0.1483099714307619
112,0.06851551353512188
113,2.2902684058670437
114,0.15063636685664727
115,0.02447693864433473
116,0.30314652302519446
117,0.5301284891889124
118,0.05507311194975314
119,0.04956942160368972
120,0.01521661755219182
121,0.04563174841201604
122,0.10170964593481696
123,0.3267816142975162
124,0.03824521663177302
125,0.07332219046564767
126,0.03479635804320366
127,0.015967943701407715
128,1.7684588170531843
129,0.013071264571900646
130,0.03592787332816736
131,0.01915429074386549
132,0.6895544667791577
133,0.028387455469169272
134,7.562106743980272
135,1.865787235804622
136,0.03479635804320366
137,0.029410345286776458
138,0.017524908733517766
139,0.0905212227970959
140,0.4461247944332074
141,0.02447693864433473
142,0.01915429074386549
143,0.04823875962857241
144,0.014483395647535344
145,0.08517141852978753
146,0.03707749285769048
147,0.043097154173697354
148,0.03824521663177302
149,0.02542741148370424
150,0.05091818782336645
151,0.8868273676208687
152,0.06387177480563086
153,14.947090611313467
154,0.04692620189801451
155,0.02542741148370424
156,0.1325321222972281
157,0.02542741148370424
158,0.6453167451982169
159,0.09417828019809857
160,0.029410345286776458
161,0.022630305699273975
162,0.06851551353512188
163,0.3916310183093557
164,0.09979964813379823
165,1.3697761954879348
166,0.03943104465041498
167,2.4949912033449557
168,0.11764138114710583
169,0.26160633388360716
170,0.028387455469169272
171,0.2677979855229285
172,0.06540158347090179
173,0.1325321222972281
174,0.043097154173697354
175,0.3767131207923943
176,0.09790775457733893
177,0.07829180559720825
178,0.020856089732450896
179,3.193914616683613
180,0.03824521663177302
181,3.2914331300029245
182,0.013071264571900646
183,0.5932398857230476
184,0.01915429074386549
185,0.03592787332816736
186,0.03045133934894306
187,0.07332219046564767
188,0.010464253355344285
189,0.47470234447025056
190,0.0869365823743309
191,6.994040810317096
192,19.427891139769713
193,0.20639744009965838
194,0.17742159668230795
195,0.8255897603986335
196,0.14143941062046234
197,0.09790775457733893
198,0.020856089732450896
199,0.24050583684960408
200,0.017524908733517766
201,0.022630305699273975
202,0.08169540357437904
203,0.04823875962857241
204,0.43019305922091855
205,0.03592787332816736
206,0.05649429514766755
207,0.08517141852978753
208,0.18770480759205804
209,0.043097154173697354
210,0.015967943701407715
211,0.16497492854770726
212,0.03707749285769048
213,1.1666465715312517
214,0.9679343832470668
215,0.04823875962857241
216,0.018330547616411917
217,4.576037906961071
218,0.9977611261587098
219,0.09234069937531753
220,0.8868273676208687
221,0.7249754212596613
222,1.0341506577231423
223,0.19295503851428963
224,3.9910445046348393
225,0.05367003299639816
226,4.486376635780548
227,0.15298086652709209
228,0.7096863867292318
229,0.33718250279690254
230,0.07332219046564767
231,3.434882111769482

Resumo
Total de Poros (filtrados),231
Área média real (pixels brancos),0.17331535701463668
Área média dos círculos,0.9224134155696164
Área mínima considerada (mm²),0.005
